cliente_id,tipo_documento,numero_documento,nombres,apellidos,email,telefono,fecha_registro,estado_cliente,ciudad,segmento,fecha_nacimiento,ingresos_mensuales
C0051,CC,36096655,Sandra,Vargas,sandra.vargas@correo.com,3298054615,2024-02-14,Suspendido,Santa Marta,Corporativo,1975-12-12,14384179
C0052,CC,67062156,Hugo,Giraldo,hugo.giraldo@correo.com,3843446826,2024-04-20,Pendiente,Barranquilla,Pyme,1967-04-03,24850924
C0053,CC,72363359,Rafael,Ibarra,rafael.ibarra@correo.com,3792228802,2023-11-21,Pendiente,Pasto,Corporativo,1998-11-18,20254420
C0054,CC,69849511,Pilar,Suarez,pilar.suarez@correo.com,3395585469,2024-04-05,Suspendido,Neiva,Pyme,1976-08-17,26452935
C0055,CC,75041510,Margarita,Ramirez,margarita.ramirez@correo.com,3441473195,2023-03-21,Suspendido,Pasto,Pyme,1997-01-03,10713961
C0056,NIT,890153387,Grupo Empresarial Andino SAS,,grupoempresarialandinosas.contacto@empresa.com,3361410126,2023-06-04,Inactivo,Bucaramanga,Corporativo,,4203737
C0057,CC,18620650,Luis,Ospina,luis.ospina@correo.com,3037760841,2024-04-22,Pendiente,Pereira,Retail,1983-08-27,12602537
C0058,CC,12621534,Marcela,Acevedo,marcela.acevedo@correo.com,3462343121,2023-01-07,Suspendido,Monteria,Corporativo,1980-10-12,14263469
C0059,CC,90967191,Tatiana,Sanchez,tatiana.sanchez@correo.com,3713895645,2023-10-07,Inactivo,Neiva,Pyme,1984-07-20,17882262
C0060,CC,32151928,Karina,Bermudez,karina.bermudez@correo.com,3689442503,2024-06-30,Pendiente,Monteria,Retail,1966-03-18,5782478
C0061,CC,28213276,Diego,Medina,diego.medina@correo.com,3538408562,2023-09-24,Activo,Monteria,Retail,1982-01-03,7597814
C0062,CC,60885459,Karina,Zuluaga,karina.zuluaga@correo.com,3816990811,2024-04-26,Activo,Cartagena,Retail,1965-11-14,9964827
C0063,CE,97477029,Helena,Escobar,helena.escobar@correo.com,3242016960,2023-01-21,Inactivo,Bogota,Pyme,1992-11-14,9797450
C0064,NIT,927120579,Manufacturas del Valle SAS,,manufacturasdelvallesas.contacto@empresa.com,3459512272,2024-04-21,Inactivo,Pasto,Pyme,,20423678
C0065,CC,25372341,Fabian,Galvis,fabian.galvis@correo.com,3487282128,2024-08-15,Activo,Villavicencio,Pyme,1966-02-25,11936734
C0066,CC,20200074,Marcela,Nieto,marcela.nieto@correo.com,3490585882,2023-04-15,Inactivo,Cucuta,Corporativo,1996-04-10,22546762
C0067,CC,15512205,Alejandro,Vargas,alejandro.vargas@correo.com,3511698142,2023-03-12,Bloqueado,Bucaramanga,Corporativo,1987-09-12,15873980
C0068,CC,24165187,Pilar,Velez,pilar.velez@correo.com,3633640702,2024-12-25,Suspendido,Pereira,Retail,1971-11-12,22826697
C0069,CC,74893936,Adriana,Sanchez,adriana.sanchez@correo.com,3321631697,2023-10-02,Pendiente,Manizales,Retail,1979-06-17,26029169
C0070,CE,42730796,Sandra,Zapata,sandra.zapata@correo.com,3513852048,2024-11-15,Pendiente,Villavicencio,Retail,1982-01-01,20620981
C0071,CC,34406132,Rosa,Valencia,rosa.valencia@correo.com,3947080140,2023-12-15,Bloqueado,Manizales,Pyme,1977-07-18,13405950
C0072,NIT,938681071,Distribuciones Norte SAS,,distribucionesnortesas.contacto@empresa.com,3675575808,2025-01-07,activo,Barranquilla,Pyme,,9598565
C0073,CC,96691619,Luis,Salcedo,luis.salcedo@correo.com,3364277800,2023-04-06,Activo,Santa Marta,Retail,1978-03-14,16538242
C0074,CC,59529086,Kevin,Acevedo,kevin.acevedo@correo.com,3854398056,2024-03-11,Bloqueado,Manizales,Corporativo,1998-06-18,19314783
C0075,CC,46361787,Esperanza,Cordoba,esperanza.cordoba@correo.com,3526046365,2025-01-08,Activo,Cartagena,Retail,1973-08-22,9235573
C0076,CC,74988034,Hernando,Ospina,hernando.ospina@correo.com,3136054020,2024-09-03,Pendiente,Cartagena,Corporativo,1977-09-11,21283253
C0077,CE,34084236,Helena,Posada,helena.posada@correo.com,3017318358,2023-05-10,Pendiente,Cartagena,Pyme,1977-04-22,25257158
C0078,CC,95613415,Esperanza,Ibarra,esperanza.ibarra@correo.com,3774251933,2024-08-10,Activo,Monteria,Retail,1977-10-03,4942270
C0079,CC,16895666,Karina,Monsalve,karina.monsalve@correo.com,3187446468,2024-02-15,Activo,Cartagena,Retail,1987-01-22,5328129
C0080,NIT,840728909,Distribuciones Norte SAS,,distribucionesnortesas.contacto@empresa.com,3184903294,2023-09-12,Activo,Cali,Corporativo,,11695028
C0081,CC,93002706,Adriana,Galvis,adriana.galvis@correo.com,3967556566,2024-03-29,Suspendido,Barranquilla,Corporativo,1978-05-04,14263368
C0082,CC,18083974,Viviana,Pedraza,viviana.pedraza@correo.com,3498641164,2024-10-02,Inactivo,Cucuta,Corporativo,1974-06-20,4829726
C0083,CC,33328859,Gabriel,Quevedo,gabriel.quevedo@correo.com,3973070585,2024-02-23,Activo,Ibague,Pyme,1985-03-18,6752363
C0084,CE,48668783,Beatriz,Pacheco,beatriz.pacheco@correo.com,3345507920,2023-03-14,Suspendido,Santa Marta,Retail,1995-11-02,25088348
C0085,CC,83089925,Pablo,Henao,pablo.henao@correo.com,3032269779,2023-05-26,Bloqueado,Barranquilla,Corporativo,1968-03-15,6499254
C0086,CC,48736657,Adriana,Vargas,adriana.vargas@correo.com,3477172238,2024-12-17,Bloqueado,Manizales,Pyme,1983-01-21,17226894
C0087,CC,90267122,Patricia,Florez,patricia.florez@correo.com,3022257687,2024-09-10,Bloqueado,Bogota,Retail,1976-03-26,26146868
C0088,NIT,981005589,Importadora Pacific SAS,,importadorapacificsas.contacto@empresa.com,,2024-11-19,Activo,Monteria,Corporativo,,21200576
C0089,CC,33513701,Viviana,Cifuentes,viviana.cifuentes@correo.com,3968503492,2023-10-12,Suspendido,Manizales,Corporativo,1973-02-21,23361030
C0090,CC,56702542,Claudia,Salcedo,claudia.salcedo@correo.com,3676500726,2023-06-14,Activo,Pereira,Retail,1979-10-18,12272927
C0091,CE,83832717,Diana,Bermudez,diana.bermudez@correo.com,3164247457,2023-09-16,Bloqueado,Bogota,Retail,1979-07-03,4454796
C0092,CC,72005415,Jairo,Sanchez,jairo.sanchez@correo.com,3793940940,2024-01-06,Pendiente,Pereira,Pyme,1992-12-06,7794225
C0093,CC,37321124,Margarita,Duarte,margarita.duarte@correo.com,3726297533,2024-03-24,Bloqueado,Cartagena,Corporativo,1996-04-28,5896074
C0094,CC,42117961,Gustavo,Galvis,gustavo.galvis@correo.com,3622510327,2023-01-15,Pendiente,Santa Marta,Pyme,1989-10-10,11927044
C0095,CC,71934487,David,Henao,david.henao@correo.com,3846698468,2025-01-03,Suspendido,Medellin,Corporativo,1978-02-03,6666413
C0096,NIT,929519993,Inversiones Capital SAS,,inversionescapitalsas.contacto@empresa.com,3635583290,2023-05-29,Pendiente,Manizales,Pyme,,16827210
C0097,CC,47077298,Felipe,Escobar,felipe.escobar@correo.com,3047962005,2023-10-01,Pendiente,Villavicencio,Retail,2001-10-22,12904320
C0098,CE,87835998,Pilar,Acevedo,pilar.acevedo@correo.com,3554619335,2024-07-05,Suspendido,Pasto,Retail,1986-09-23,6486034
C0099,CC,35320492,Patricia,Valencia,patricia.valencia@correo.com,3615858241,2023-08-28,Suspendido,Santa Marta,Pyme,2003-05-26,20686345
C0100,CC,61167978,Liliana,Salcedo,liliana.salcedo@correo.com,3277416376,2024-05-22,Inactivo,Pereira,Corporativo,1966-08-30,23378127
C0101,CC,69096899,Rosa,Giraldo,rosa.giraldo@correo.com,3697883261,2025-01-09,Activo,Medellin,Corporativo,1971-06-20,16831962
C0102,CC,45570755,Diego,Salcedo,diego.salcedo@correo.com,3581621574,2024-10-27,Suspendido,Bucaramanga,Corporativo,1968-08-08,24743309
C0103,CC,82613940,Karina,Velez,karina.velez@correo.com,3440532691,2024-10-08,Inactivo,Bogota,Corporativo,1995-09-14,3795819
C0104,NIT,916493328,Soluciones Tech Colombia SAS,,solucionestechcolombiasas.contacto@empresa.com,3250193656,2024-03-30,Activo,Medellin,Corporativo,,25118656
C0105,CE,17532195,Camilo,Valencia,camilo.valencia@correo.com,3865304649,2023-05-30,Suspendido,Cartagena,Retail,1975-12-15,14077579
C0106,CC,20598952,Gabriel,Monsalve,gabriel.monsalve@correo.com,3241163805,2024-05-24,Inactivo,Cucuta,Retail,1991-02-28,22294029
C0107,CC,71682508,Carolina,Restrepo,carolina.restrepo@correo.com,3831203129,2023-10-22,Suspendido,Cartagena,Corporativo,1995-05-25,1815325
C0108,CC,88862539,Rafael,Guerrero,rafael.guerrero@correo.com,3436738452,2024-04-12,Bloqueado,Cartagena,Corporativo,2002-12-02,15737445
C0109,CC,24314759,Rosa,Salcedo,rosa.salcedo@correo.com,3412944682,2024-08-11,Bloqueado,Barranquilla,Retail,1978-04-10,20690541
C0110,CC,85957706,Ingrid,Aguirre,ingrid.aguirre@correo.com,3748412328,2024-09-12,Activo,Monteria,Corporativo,1998-06-05,27615804
C0111,CC,39394291,Fabian,Guerrero,fabian.guerrero@correo.com,3294322033,2024-11-25,Bloqueado,Pasto,Pyme,1998-11-23,22333650
C0112,NIT,968432003,Soluciones Tech Colombia SAS,,solucionestechcolombiasas.contacto@empresa.com,3958970845,2023-02-04,Suspendido,Pasto,Pyme,,11866067
C0113,CC,53851498,Diego,Tamayo,diego.tamayo@correo.com,3859104566,2023-05-16,Inactivo,Santa Marta,Retail,2000-04-13,7393502
C0114,CC,44489940,Pilar,Lopez,pilar.lopez@correo.com,3128892086,2023-04-28,Bloqueado,Neiva,Retail,1986-01-04,11403303
C0115,CC,84801233,Felipe,Bermudez,felipe.bermudez@correo.com,3171040347,2023-09-28,Activo,Bucaramanga,Pyme,1989-01-26,14739725
C0116,CC,88458327,Diana,Restrepo,diana.restrepo@correo.com,3713358751,2024-11-22,Activo,Pereira,Corporativo,1975-06-28,13964587
C0117,CC,39711402,Veronica,Pedraza,veronica.pedraza@correo.com,3625659979,2024-12-18,Suspendido,Pasto,Pyme,1978-07-23,22820617
C0118,CC,50851122,Camilo,Cifuentes,camilo.cifuentes@correo.com,3670887034,2024-07-04,Inactivo,Manizales,Pyme,1971-02-01,4761222
C0119,CE,66254240,Diana,Sanchez,diana.sanchez@correo.com,3175679047,2024-02-29,Inactivo,Cucuta,Corporativo,1994-05-19,25880621
C0120,NIT,875092173,Inversiones Capital SAS,,inversionescapitalsas.contacto@empresa.com,3741690501,2024-03-30,Inactivo,Bogota,Corporativo,,13932922
C0121,CC,83076970,Daniela,Posada,daniela.posada@correo.com,3326395999,2024-02-12,Activo,Neiva,Corporativo,1977-05-18,13535097
C0122,CC,96128115,Claudia,Ospina,claudia.ospina@correo.com,3285776373,2023-12-08,Activo,Pasto,Corporativo,1975-12-05,2216637
C0123,CC,37804191,Diego,Suarez,diego.suarez@correo.com,3910380581,2023-06-01,Bloqueado,Cucuta,Pyme,2000-05-18,9318138
C0124,CC,27447248,Rosa,Jaramillo,rosa.jaramillo@correo.com,3027690330,2024-11-07,Activo,Ibague,Retail,2003-11-13,7355151
C0125,CC,89034501,Marcos,Quevedo,marcos.quevedo@correo.com,3680610004,2023-02-23,Bloqueado,Bucaramanga,Pyme,1970-09-08,7346732
C0126,CE,73920651,Mario,Escobar,mario.escobar@correo.com,3839735904,2023-04-22,Pendiente,Manizales,Retail,1985-04-11,18721408
C0127,CC,50484137,Mario,Ramirez,mario.ramirez@correo.com,3667213476,2024-05-05,Activo,Manizales,Corporativo,2003-01-04,2545242
C0128,NIT,931605542,Soluciones Tech Colombia SAS,,solucionestechcolombiasas.contacto@empresa.com,3929909029,2023-11-26,Activo,Santa Marta,Retail,,3965939
C0129,CC,93794475,Fernando,Salamanca,fernando.salamanca@correo.com,3849580505,2024-01-26,Bloqueado,Pasto,Corporativo,1991-10-19,19899788
C0130,CC,67740376,Sofia,Galvis,sofia.galvis@correo.com,3367723010,2025-01-08,Pendiente,Medellin,Corporativo,2003-10-29,5339099
C0131,CC,65541117,Sandra,Pacheco,sandra.pacheco@correo.com,3567279295,2025-01-17,Suspendido,Bucaramanga,Retail,1969-04-07,14879164
C0132,CC,60237832,Diana,Restrepo,diana.restrepo@correo.com,3122513132,2023-04-04,Activo,Cali,Corporativo,2002-04-24,17413789
C0133,CE,27463800,Daniela,Posada,daniela.posada@correo.com,3165137801,2024-07-29,Pendiente,Ibague,Pyme,1979-10-15,21178502
C0134,CC,16904975,Rosa,Medina,rosa.medina@correo.com,3838553319,2023-04-17,Bloqueado,Cartagena,Corporativo,1990-12-04,11984045
C0135,CC,40097636,Jairo,Salcedo,jairo.salcedo@correo.com,3487054398,2024-01-12,Pendiente,Monteria,Pyme,1970-02-26,13247876
C0136,NIT,915188984,Importadora Pacific SAS,,importadorapacificsas.contacto@empresa.com,3813523729,2024-09-20,Pendiente,Monteria,Corporativo,,27250762
C0137,CC,46677730,Ana,Monsalve,ana.monsalve@correo.com,3286010330,2023-01-07,Bloqueado,Santa Marta,Retail,1973-02-20,12902623
C0138,CC,94982908,Claudia,Jaramillo,claudia.jaramillo@correo.com,3670887307,2023-08-09,Pendiente,Bogota,Pyme,1981-11-16,26535356
C0139,CC,51827259,Fernanda,Posada,fernanda.posada@correo.com,3030881581,2024-09-02,Pendiente,Santa Marta,Retail,1968-10-23,27566277
C0140,CE,16679008,Rodrigo,Pedraza,rodrigo.pedraza@correo.com,3791480362,2024-11-08,Suspendido,Pasto,Pyme,1984-01-09,10630256
C0141,CC,38933176,Nathalia,Salamanca,nathalia.salamanca@correo.com,3489609131,2024-03-16,Bloqueado,Villavicencio,Corporativo,1969-12-22,5319081
C0142,CC,16095815,Sofia,Urrego,sofia.urrego@correo.com,3438351344,2023-01-08,Activo,Barranquilla,Retail,1974-03-04,21610008
C0143,CC,48848936,Rodrigo,Restrepo,rodrigo.restrepo@correo.com,3261030579,2024-03-16,Suspendido,Bucaramanga,Pyme,1972-11-18,1759372
C0144,NIT,934288150,Importadora Pacific SAS,,importadorapacificsas.contacto@empresa.com,3068548403,2024-02-11,Activo,Ibague,Corporativo,,13383878
C0145,CC,52018286,Rafael,Escobar,rafael.escobar@correo.com,3648858073,2024-12-27,Suspendido,Cucuta,Retail,1993-09-19,20740100
C0146,CC,53589647,Nicolas,Bedoya,nicolas.bedoya@correo.com,3142657384,2023-04-01,Bloqueado,Cali,Corporativo,1984-08-04,16938290
C0147,CE,80325062,Viviana,Bermudez,viviana.bermudez@correo.com,3220251466,2023-08-15,Bloqueado,Medellin,Retail,1979-12-10,11911086
C0148,CC,36025314,Tomas,Morales,tomas.morales@correo.com,3244355473,2023-08-30,Inactivo,Neiva,Retail,1969-08-12,13280952
C0149,CC,30517835,Gabriel,Galvis,gabriel.galvis@correo.com,3785663295,2024-10-05,Inactivo,Villavicencio,Corporativo,1987-03-02,4028436
C0150,CC,96300902,Diana,Vargas,diana.vargas@correo.com,3172937522,2023-06-04,Bloqueado,Pasto,Corporativo,1984-09-23,12345068
C0151,CC,46866075,Carolina,Urrego,carolina.urrego@correo.com,3770654852,2023-03-17,Pendiente,Cucuta,Pyme,1978-12-04,13309221
C0152,NIT,815271307,Distribuciones Norte SAS,,distribucionesnortesas.contacto@empresa.com,3978057490,2024-09-21,Activo,Bucaramanga,Retail,,4074665
C0153,CC,84399083,Patricia,Acevedo,patricia.acevedo@correo.com,3353154591,2024-08-08,Suspendido,Villavicencio,Corporativo,1994-03-29,2876493
C0154,CE,18304547,Sofia,Jaramillo,sofia.jaramillo@correo.com,3215253567,2024-05-31,Activo,Manizales,Pyme,1993-12-26,13023859
C0155,CC,68978194,Luis,Zapata,luis.zapata@correo.com,3461998170,2024-01-08,Inactivo,Ibague,Corporativo,1981-09-22,21961674
C0156,CC,90246882,Margarita,Zuluaga,margarita.zuluaga@correo.com,3184888554,2023-03-09,Bloqueado,Bogota,Corporativo,1979-10-16,23219963
C0157,CC,98122539,Jimena,Restrepo,jimena.restrepo@correo.com,3256952151,2023-03-25,Bloqueado,Neiva,Corporativo,1991-02-21,6545691
C0158,CC,27307598,Carolina,Bermudez,carolina.bermudez@correo.com,3527152188,2024-07-26,Bloqueado,Cucuta,Corporativo,1981-11-24,4342698
C0159,CC,78248169,Gustavo,Medina,gustavo.medina@correo.com,3575266178,2023-07-04,Bloqueado,Bucaramanga,Pyme,1974-08-11,13666758
C0160,NIT,860812185,Importadora Pacific SAS,,importadorapacificsas.contacto@empresa.com,3882446804,2023-04-14,Bloqueado,Cali,Pyme,,4089230
C0161,CE,92950779,Jairo,Zuluaga,jairo.zuluaga@correo.com,3932218290,2023-06-16,Inactivo,Cali,Corporativo,1973-02-10,14140621
C0162,CC,58895439,Beatriz,Pizarro,beatriz.pizarro@correo.com,3741407343,2024-09-17,Suspendido,Pasto,Corporativo,1977-10-13,9470190
C0163,CC,36040410,Kevin,Salcedo,kevin.salcedo@correo.com,3461254050,2024-04-17,Suspendido,Bucaramanga,Corporativo,1999-07-08,20640098
C0164,CC,91156554,Fernanda,Nieto,fernanda.nieto@correo.com,3179244185,2024-01-16,Suspendido,Cali,Retail,1989-11-16,3250863
C0165,CC,31516757,Kevin,Florez,kevin.florez@correo.com,3370549373,2024-03-23,Inactivo,Cartagena,Retail,1969-02-11,18725259
C0166,CC,65686520,Veronica,Bedoya,veronica.bedoya@correo.com,3160319927,2023-08-30,Bloqueado,Bogota,Retail,1982-04-28,18344563
C0167,CC,23298711,Andres,Valencia,andres.valencia@correo.com,3048504300,2023-05-30,Bloqueado,Monteria,Corporativo,1971-03-05,23309061
C0168,NIT,986850400,Servicios Integrales SAS,,serviciosintegralessas.contacto@empresa.com,3910704803,2024-04-04,Suspendido,Monteria,Pyme,,26962483
C0169,CC,38944689,Andres,Restrepo,andres.restrepo@correo.com,3148668339,2024-06-24,Pendiente,Monteria,Pyme,1983-12-27,19914814
C0170,CC,16408822,Kevin,Henao,kevin.henao@correo.com,3177085942,2024-04-13,Pendiente,Barranquilla,Retail,1967-10-27,22939662
C0171,CC,87181563,Gustavo,Morales,gustavo.morales@correo.com,3957354167,2024-03-15,Bloqueado,Barranquilla,Corporativo,1965-01-26,6317639
C0172,CC,35140847,William,Pizarro,william.pizarro@correo.com,3883025444,2024-01-05,Pendiente,Pasto,Corporativo,1968-01-14,4372727
C0173,CC,15843091,Nicolas,Salcedo,nicolas.salcedo@correo.com,3156278607,2023-01-17,Bloqueado,Pasto,Retail,1981-01-07,14025949
C0174,CC,88101741,Mario,Giraldo,mario.giraldo@correo.com,3596274567,2023-12-27,Activo,Santa Marta,Retail,1989-06-29,5976483
C0175,CE,74227366,David,Cordoba,david.cordoba@correo.com,3714963880,2025-01-03,Activo,Pasto,Pyme,1999-10-27,6024901
C0176,NIT,854114170,Grupo Empresarial Andino SAS,,grupoempresarialandinosas.contacto@empresa.com,3863448727,2023-11-14,Bloqueado,Bogota,Pyme,,2906130
C0177,CC,96825515,Ingrid,Cifuentes,ingrid.cifuentes@correo.com,3426706752,2024-11-02,Activo,Barranquilla,Retail,1979-11-22,13478065
C0178,CC,69020451,Nathalia,Bermudez,nathalia.bermudez@correo.com,3759304469,2024-05-23,Inactivo,Neiva,Retail,1996-01-17,12876181
C0179,CC,66975380,Natalia,Florez,natalia.florez@correo.com,3523770458,2024-07-12,Inactivo,Medellin,Retail,1978-03-07,21714978
C0180,CC,51137177,Leonardo,Tamayo,leonardo.tamayo@correo.com,3757183837,2023-06-20,Suspendido,Manizales,Corporativo,1995-12-11,25580771
C0181,CC,92523968,Beatriz,Guerrero,beatriz.guerrero@correo.com,3658762794,2023-03-18,Activo,Pereira,Retail,1995-02-09,22957029
C0182,CE,91547054,Andres,Jaramillo,andres.jaramillo@correo.com,3558607028,2023-03-10,Inactivo,Pasto,Retail,1975-08-03,2667659
C0183,CC,91214453,Viviana,Cifuentes,viviana.cifuentes@correo.com,3187030477,2024-01-16,Bloqueado,Cali,Corporativo,1984-11-30,16596896
C0184,NIT,942125805,Manufacturas del Valle SAS,,manufacturasdelvallesas.contacto@empresa.com,3113478029,2023-09-13,Bloqueado,Bucaramanga,Retail,,12049024
